Start Date,KOSPI Index,SPX Index,CCMP Index,BBDXY Index,KOA Curncy,CL1 Comdty,BDIY Index,SOX Index,XAU Curncy,RBTA Comdty,GVSK10YR Index,USGG10YR Index,GTDEM10Y Govt,FDFD Index,VKOSPI Index,VIX Index
1980-01-02,0,105.76,148.17,0,0,0,0,0,559.5,0,0,10.502,0,0,0,0
1980-01-03,0,105.22,145.97,0,0,0,0,0,634,0,0,10.602,0,0,0,0
1980-01-04,100,106.52,148.02,0,0,0,0,0,588,0,0,10.662,0,0,0,0
1980-01-07,102.53,106.81,148.62,0,0,0,0,0,633.5,0,0,10.632,0,0,0,0
1980-01-08,105.28,108.95,150.68,0,0,0,0,0,610,0,0,10.572,0,0,0,0
1980-01-09,106.37,109.05,151.6,0,0,0,0,0,607.2,0,0,10.582,0,0,0,0
1980-01-10,106.87,109.89,153.12,0,0,0,0,0,602.85,0,0,10.512,0,0,0,0
1980-01-11,105.02,109.92,153.87,0,0,0,0,0,623,0,0,10.682,0,0,0,0
1980-01-14,102.08,110.38,154.4,0,0,0,0,0,660,0,0,10.702,0,0,0,0
1980-01-15,101.1,111.14,154.96,0,0,0,0,0,684,0,0,10.652,0,0,0,0
1980-01-16,101.65,111.05,155.99,0,0,0,0,0,760,0,0,10.652,0,0,0,0
1980-01-17,101.97,110.7,155.81,0,0,0,0,0,750,0,0,10.712,0,0,0,0
1980-01-18,101.13,111.07,156.14,0,0,0,0,0,835,0,0,10.822,0,0,0,0
1980-01-21,101.75,112.1,157.35,0,0,0,0,0,850,0,0,10.962,0,0,0,0
1980-01-22,101.64,111.51,156.92,0,0,0,0,0,737.5,0,0,10.852,0,0,0,0
1980-01-23,101.43,113.44,158.5,0,0,0,0,0,695,0,0,10.822,0,0,0,0
1980-01-24,100.7,113.7,159.24,0,0,0,0,0,717,0,0,11.012,0,0,0,0
1980-01-25,103.17,113.61,159.7,0,0,0,0,0,668,0,0,11.102,0,0,0,0
1980-01-28,101.87,114.85,160.7,0,0,0,0,0,624,0,0,11.152,0,0,0,0
1980-01-29,102.58,114.07,160.29,0,0,0,0,0,674.25,0,0,11.212,0,0,0,0
1980-01-30,104.65,115.2,161.3,0,0,0,0,0,691,0,0,11.162,0,0,0,0
1980-01-31,105.89,114.16,161.75,0,0,0,0,0,653,0,0,11.132,0,0,0,0
1980-02-01,104.48,115.12,162.3,0,0,0,0,0,676.5,0,0,11.292,0,0,0,0
1980-02-04,105,114.37,162.02,0,0,0,0,0,669.75,0,0,11.402,0,0,0,0
1980-02-05,104.45,114.66,162.2,0,0,0,0,0,682,0,0,11.732,0,0,0,0
1980-02-06,104.04,115.72,162.99,0,0,0,0,0,709,0,0,11.922,0,0,0,0
1980-02-07,104.71,116.28,163.77,0,0,0,0,0,699.25,0,0,11.712,0,0,0,0
1980-02-08,104.03,117.95,165.25,0,0,0,0,0,692,0,0,11.802,0,0,0,0
1980-02-11,103.76,117.12,164.46,0,0,0,0,0,710.5,0,0,12.012,0,0,0,0
1980-02-12,103.8,117.9,164.57,0,0,0,0,0,694.5,0,0,12.012,0,0,0,0
1980-02-13,104.02,118.44,164.98,0,0,0,0,0,696.75,0,0,11.862,0,0,0,0
1980-02-14,104.34,116.72,163.54,0,0,0,0,0,682,0,0,11.972,0,0,0,0
1980-02-15,104.9,115.41,162.56,0,0,0,0,0,667,0,0,12.202,0,0,0,0
1980-02-18,105.27,115.41,162.56,0,0,0,0,0,661.5,0,0,12.202,0,0,0,0
1980-02-19,105.1,114.6,161.06,0,0,0,0,0,652.25,0,0,12.852,0,0,0,0
1980-02-20,105.06,116.47,162.1,0,0,0,0,0,606,0,0,12.842,0,0,0,0
1980-02-21,104.61,115.28,161.31,0,0,0,0,0,665,0,0,13.222,0,0,0,0
1980-02-22,104.39,115.04,160.08,0,0,0,0,0,630,0,0,13.062,0,0,0,0
1980-02-25,104.32,113.33,157.97,0,0,0,0,0,616.5,0,0,13.272,0,0,0,0
1980-02-26,103.69,113.98,158.5,0,0,0,0,0,642.25,0,0,13.652,0,0,0,0
1980-02-27,103.5,112.38,157.73,0,0,0,0,0,636,0,0,13.462,0,0,0,0
1980-02-28,103.46,112.35,157.46,0,0,0,0,0,646,0,0,12.922,0,0,0,0
1980-02-29,103.74,113.66,158.03,0,0,0,0,0,637,0,0,12.722,0,0,0,0
1980-03-03,103.96,112.5,156.87,0,0,0,0,0,633.75,0,0,12.792,0,0,0,0
1980-03-04,103.85,112.78,155.39,0,0,0,0,0,631.25,0,0,12.912,0,0,0,0
1980-03-05,102.86,111.13,152.94,0,0,0,0,0,643.5,0,0,13.032,0,0,0,0
1980-03-06,102.76,108.65,148.64,0,0,0,0,0,626,0,0,13.132,0,0,0,0
1980-03-07,103.57,106.9,146.19,0,0,0,0,0,609,0,0,12.862,0,0,0,0
1980-03-10,103.89,106.51,143.75,0,0,0,0,0,585,0,0,12.632,0,0,0,0
1980-03-11,103.35,107.78,144.56,0,0,0,0,0,570.25,0,0,12.412,0,0,0,0
1980-03-12,103.13,106.87,144.63,0,0,0,0,0,585.7,0,0,12.622,0,0,0,0
1980-03-13,103.26,105.62,144.98,0,0,0,0,0,556.5,0,0,12.502,0,0,0,0
1980-03-14,103.08,105.43,144.44,0,0,0,0,0,523,0,0,12.522,0,0,0,0
1980-03-17,103.58,102.26,139.7,0,0,0,0,0,484,0,0,12.582,0,0,0,0
1980-03-18,103.41,104.1,138.92,0,0,0,0,0,481.5,0,0,12.402,0,0,0,0
1980-03-19,103.13,104.31,139.97,0,0,0,0,0,527,0,0,12.352,0,0,0,0
1980-03-20,104.68,103.12,139.64,0,0,0,0,0,561,0,0,12.622,0,0,0,0
1980-03-21,104.43,102.31,138.8,0,0,0,0,0,525,0,0,12.752,0,0,0,0
1980-03-24,107.09,99.28,134.61,0,0,0,0,0,558.25,0,0,13.172,0,0,0,0
1980-03-25,106.47,99.19,132.52,0,0,0,0,0,547.25,0,0,13.102,0,0,0,0
1980-03-26,107.22,98.68,132.22,0,0,0,0,0,507.5,0,0,13.032,0,0,0,0
1980-03-27,106.37,98.22,124.09,0,0,0,0,0,485.25,0,0,12.972,0,0,0,0
1980-03-28,105.33,100.68,129.25,0,0,0,0,0,490,0,0,12.722,0,0,0,0
1980-03-31,105,102.09,131,0,0,0,0,0,494.5,0,0,12.642,0,0,0,0
1980-04-01,105.43,102.18,133.14,0,0,0,0,0,509.5,0,0,12.692,0,0,0,0
1980-04-02,105.74,102.68,135.8,0,0,0,0,0,500.5,0,0,12.632,0,0,0,0
1980-04-03,106.78,102.15,136.01,0,0,0,0,0,485.75,0,0,12.522,0,0,0,0
1980-04-04,107.4,102.15,136.01,0,0,0,0,0,485.75,0,0,12.522,0,0,0,0
1980-04-07,109.43,100.19,133.4,0,0,0,0,0,485.75,0,0,12.132,0,0,0,0
1980-04-08,109.51,101.2,134.37,0,0,0,0,0,528,0,0,12.212,0,0,0,0
1980-04-09,110.07,103.11,136.04,0,0,0,0,0,554,0,0,12.062,0,0,0,0
1980-04-10,111.14,104.08,137.28,0,0,0,0,0,526,0,0,12.062,0,0,0,0
1980-04-11,112.02,103.79,137.75,0,0,0,0,0,530.5,0,0,11.792,0,0,0,0
1980-04-14,111.54,102.84,136.67,0,0,0,0,0,529.75,0,0,11.622,0,0,0,0
1980-04-15,110.79,102.63,136.39,0,0,0,0,0,497.5,0,0,11.572,0,0,0,0
1980-04-16,110.48,101.54,135.76,0,0,0,0,0,520,0,0,10.902,0,0,0,0
1980-04-17,109.89,101.05,134.55,0,0,0,0,0,513,0,0,11.132,0,0,0,0
1980-04-18,111.85,100.55,134.66,0,0,0,0,0,515.6,0,0,11.052,0,0,0,0
1980-04-21,115.99,99.8,133.08,0,0,0,0,0,506,0,0,10.902,0,0,0,0
1980-04-22,115.04,103.43,135.71,0,0,0,0,0,502.4,0,0,10.822,0,0,0,0
1980-04-23,117.26,103.73,136.92,0,0,0,0,0,506.5,0,0,10.892,0,0,0,0
1980-04-24,116.89,104.4,138.69,0,0,0,0,0,515.7,0,0,10.962,0,0,0,0
1980-04-25,118.03,105.16,137.92,0,0,0,0,0,551.5,0,0,10.952,0,0,0,0
1980-04-28,117.34,105.64,138.54,0,0,0,0,0,524.25,0,0,10.632,0,0,0,0
1980-04-29,117.27,105.86,139.35,0,0,0,0,0,513.75,0,0,10.672,0,0,0,0
1980-04-30,116.09,106.29,139.99,0,0,0,0,0,518,0,0,10.762,0,0,0,0
1980-05-01,116.54,105.46,139.68,0,0,0,0,0,490,0,0,10.572,0,0,0,0
1980-05-02,118.58,105.58,140.25,0,0,0,0,0,512.5,0,0,10.242,0,0,0,0
1980-05-05,118.33,106.38,141.04,0,0,0,0,0,512.5,0,0,10.182,0,0,0,0
1980-05-06,119.3,106.25,142.23,0,0,0,0,0,512.5,0,0,9.802,0,0,0,0
1980-05-07,119.23,107.18,143.58,0,0,0,0,0,510,0,0,9.962,0,0,0,0
1980-05-08,119.36,106.13,143.26,0,0,0,0,0,515.75,0,0,10.182,0,0,0,0
1980-05-09,116.42,104.72,143.06,0,0,0,0,0,508.25,0,0,10.302,0,0,0,0
1980-05-12,115.47,104.78,142.96,0,0,0,0,0,513.25,0,0,10.302,0,0,0,0
1980-05-13,112.85,106.3,144.1,0,0,0,0,0,512,0,0,10.132,0,0,0,0
1980-05-14,112.27,106.85,145.66,0,0,0,0,0,525,0,0,10.142,0,0,0,0
1980-05-15,114.53,106.99,146.62,0,0,0,0,0,517,0,0,10.312,0,0,0,0
1980-05-16,114.91,107.35,147.24,0,0,0,0,0,516.5,0,0,10.372,0,0,0,0
1980-05-19,111.09,107.67,147.24,0,0,0,0,0,513.75,0,0,10.532,0,0,0,0
1980-05-20,109.47,107.62,146.93,0,0,0,0,0,507.75,0,0,10.222,0,0,0,0
1980-05-21,109.47,107.72,146.75,0,0,0,0,0,513.5,0,0,10.082,0,0,0,0
1980-05-22,109.66,109.01,147.96,0,0,0,0,0,501,0,0,10.102,0,0,0,0
1980-05-23,112.59,110.62,149.48,0,0,0,0,0,511.25,0,0,9.852,0,0,0,0
1980-05-26,111.55,110.62,149.48,0,0,0,0,0,511.25,0,0,9.852,0,0,0,0
1980-05-27,113.59,111.4,150.1,0,0,0,0,0,514.8,0,0,9.962,0,0,0,0
1980-05-28,114.19,112.06,150.7,0,0,0,0,0,526.5,0,0,10.102,0,0,0,0
1980-05-29,115.72,110.27,150.09,0,0,0,0,0,519.6,0,0,10.242,0,0,0,0
1980-05-30,115.69,111.24,150.45,0,0,0,0,0,535.5,0,0,10.252,0,0,0,0
1980-06-02,116.77,110.76,150.17,0,0,0,0,0,561.5,0,0,10.312,0,0,0,0
1980-06-03,116.3,110.51,149.92,0,0,0,0,0,552.5,0,0,10.162,0,0,0,0
1980-06-04,115.43,112.61,151.21,0,0,0,0,0,571.5,0,0,10.072,0,0,0,0
1980-06-05,114.05,112.78,152.21,0,0,0,0,0,581.75,0,0,10.022,0,0,0,0
1980-06-06,114.05,113.2,152.68,0,0,0,0,0,597,0,0,9.812,0,0,0,0
1980-06-09,111.98,113.71,153,0,0,0,0,0,623.75,0,0,9.732,0,0,0,0
1980-06-10,112.52,114.66,154.15,0,0,0,0,0,604,0,0,9.832,0,0,0,0
1980-06-11,112.64,116.02,155.22,0,0,0,0,0,596,0,0,9.702,0,0,0,0
1980-06-12,112.11,115.52,155.31,0,0,0,0,0,590,0,0,9.532,0,0,0,0
1980-06-13,112.44,115.81,156.59,0,0,0,0,0,608.4,0,0,9.512,0,0,0,0
1980-06-16,113.11,116.09,156.79,0,0,0,0,0,595,0,0,9.472,0,0,0,0
1980-06-17,115.09,116.03,156.98,0,0,0,0,0,591.75,0,0,9.492,0,0,0,0
1980-06-18,114.44,116.26,157.19,0,0,0,0,0,602.5,0,0,9.562,0,0,0,0
1980-06-19,113.26,114.66,156.73,0,0,0,0,0,599,0,0,9.562,0,0,0,0
1980-06-20,113.49,114.06,156.51,0,0,0,0,0,602.9,0,0,9.492,0,0,0,0
1980-06-23,112.53,114.51,156.99,0,0,0,0,0,596.5,0,0,9.632,0,0,0,0
1980-06-24,112.46,115.14,157.66,0,0,0,0,0,603,0,0,9.682,0,0,0,0
1980-06-25,111.78,116.72,158.74,0,0,0,0,0,622.5,0,0,9.792,0,0,0,0
1980-06-26,111.65,116.19,159,0,0,0,0,0,624.5,0,0,9.872,0,0,0,0
1980-06-27,111.89,116,159.18,0,0,0,0,0,637.5,0,0,10.042,0,0,0,0
1980-06-30,112.62,114.24,157.78,0,0,0,0,0,653.5,0,0,10.092,0,0,0,0
1980-07-01,112.05,114.93,158.17,0,0,0,0,0,660,0,0,10.132,0,0,0,0
1980-07-02,112.44,115.68,159.18,0,0,0,0,0,661.5,0,0,10.192,0,0,0,0
1980-07-03,112.33,117.46,160.87,0,0,0,0,0,663.5,0,0,10.012,0,0,0,0
1980-07-04,112.42,117.46,160.87,0,0,0,0,0,666.5,0,0,10.012,0,0,0,0
1980-07-07,112.48,118.29,163.63,0,0,0,0,0,667.5,0,0,10.202,0,0,0,0
1980-07-08,112.09,117.84,163.58,0,0,0,0,0,687.5,0,0,10.092,0,0,0,0
1980-07-09,111.92,117.98,164.09,0,0,0,0,0,671,0,0,10.142,0,0,0,0
1980-07-10,111.36,116.95,163.84,0,0,0,0,0,656.5,0,0,10.212,0,0,0,0
1980-07-11,110.89,117.84,164.82,0,0,0,0,0,667,0,0,10.282,0,0,0,0
1980-07-14,110.4,120.01,166.52,0,0,0,0,0,650,0,0,10.332,0,0,0,0
1980-07-15,109.94,119.3,167.05,0,0,0,0,0,619.5,0,0,10.172,0,0,0,0
1980-07-16,109.82,119.63,167.1,0,0,0,0,0,624.75,0,0,10.072,0,0,0,0
1980-07-17,109.82,121.44,168.67,0,0,0,0,0,627.25,0,0,10.212,0,0,0,0
1980-07-18,110.02,122.04,169.99,0,0,0,0,0,606,0,0,10.202,0,0,0,0
1980-07-21,110.22,122.51,170.48,0,0,0,0,0,617.5,0,0,10.132,0,0,0,0
1980-07-22,109.91,122.19,169.79,0,0,0,0,0,613,0,0,10.182,0,0,0,0
1980-07-23,110.42,121.93,169.82,0,0,0,0,0,631.25,0,0,10.122,0,0,0,0
1980-07-24,111.29,121.79,169.92,0,0,0,0,0,643,0,0,10.242,0,0,0,0
1980-07-25,110.96,120.78,169.63,0,0,0,0,0,651.75,0,0,10.352,0,0,0,0
1980-07-28,111.27,121.43,170.02,0,0,0,0,0,643.5,0,0,10.462,0,0,0,0
1980-07-29,111.49,122.4,171.06,0,0,0,0,0,646.75,0,0,10.452,0,0,0,0
1980-07-30,112.75,122.23,172.33,0,0,0,0,0,629,0,0,10.532,0,0,0,0
1980-07-31,112.71,121.67,171.81,0,0,0,0,0,614.25,0,0,10.762,0,0,0,0
1980-08-01,112.28,121.21,172.49,0,0,0,0,0,622,0,0,10.762,0,0,0,0
1980-08-04,111.5,120.98,171.89,0,0,0,0,0,630.75,0,0,10.692,0,0,0,0
1980-08-05,111.38,120.74,172.52,0,0,0,0,0,630.5,0,0,10.702,0,0,0,0
1980-08-06,111.81,121.55,173.45,0,0,0,0,0,627.75,0,0,10.802,0,0,0,0
1980-08-07,111.84,123.3,175.24,0,0,0,0,0,629.5,0,0,10.712,0,0,0,0
1980-08-08,111.47,123.61,175.88,0,0,0,0,0,630,0,0,10.872,0,0,0,0
1980-08-11,110.98,124.78,177.11,0,0,0,0,0,617,0,0,11.032,0,0,0,0
1980-08-12,109.12,123.79,176.62,0,0,0,0,0,605,0,0,10.982,0,0,0,0
1980-08-13,108.65,123.28,177.02,0,0,0,0,0,615.25,0,0,10.892,0,0,0,0
1980-08-14,106.99,125.25,178.76,0,0,0,0,0,626,0,0,10.902,0,0,0,0
1980-08-15,106.99,125.72,179.89,0,0,0,0,0,624.5,0,0,10.862,0,0,0,0
1980-08-18,109.22,123.39,177.24,0,0,0,0,0,612.25,0,0,11.132,0,0,0,0
1980-08-19,110.61,122.6,176.28,0,0,0,0,0,624,0,0,11.242,0,0,0,0
1980-08-20,110.13,123.77,177.68,0,0,0,0,0,634.75,0,0,11.222,0,0,0,0
1980-08-21,111.11,125.46,179.91,0,0,0,0,0,645.25,0,0,11.302,0,0,0,0
1980-08-22,112.68,126.02,181.7,0,0,0,0,0,639.2,0,0,11.132,0,0,0,0
1980-08-25,112.52,125.16,181.58,0,0,0,0,0,639.2,0,0,11.402,0,0,0,0
1980-08-26,113.81,124.84,182.39,0,0,0,0,0,628.85,0,0,11.422,0,0,0,0
1980-08-27,112.74,123.52,182.15,0,0,0,0,0,633.85,0,0,11.672,0,0,0,0
1980-08-28,112.21,122.08,180.99,0,0,0,0,0,635.3,0,0,11.892,0,0,0,0
1980-08-29,112.02,122.38,181.52,0,0,0,0,0,631.25,0,0,11.552,0,0,0,0
1980-09-01,112.65,122.38,181.52,0,0,0,0,0,628.75,0,0,11.552,0,0,0,0
1980-09-02,112.55,123.73,182.34,0,0,0,0,0,640,0,0,11.322,0,0,0,0
1980-09-03,113.27,126.12,184.53,0,0,0,0,0,636.75,0,0,11.082,0,0,0,0
1980-09-04,112.5,125.42,185.05,0,0,0,0,0,647.25,0,0,11.162,0,0,0,0
1980-09-05,113.27,124.88,185.61,0,0,0,0,0,651,0,0,11.212,0,0,0,0
1980-09-08,113.07,123.31,184.45,0,0,0,0,0,672,0,0,11.292,0,0,0,0
1980-09-09,112.49,124.07,184.84,0,0,0,0,0,670.5,0,0,11.192,0,0,0,0
1980-09-10,112.48,124.81,186.31,0,0,0,0,0,686.5,0,0,11.142,0,0,0,0
1980-09-11,111.5,125.66,188.16,0,0,0,0,0,674,0,0,11.322,0,0,0,0
1980-09-12,111.29,125.54,189.58,0,0,0,0,0,685.5,0,0,11.372,0,0,0,0
1980-09-15,111.33,125.67,189.59,0,0,0,0,0,666.5,0,0,11.622,0,0,0,0
1980-09-16,110.79,126.74,191.31,0,0,0,0,0,668,0,0,11.522,0,0,0,0
1980-09-17,110.25,128.87,193.95,0,0,0,0,0,673,0,0,11.572,0,0,0,0
1980-09-18,110.55,128.4,193.61,0,0,0,0,0,672,0,0,11.532,0,0,0,0
1980-09-19,111.09,129.25,195.33,0,0,0,0,0,674,0,0,11.332,0,0,0,0
1980-09-22,111.31,130.4,195.94,0,0,0,0,0,710,0,0,11.692,0,0,0,0
1980-09-23,111.31,129.43,195.05,0,0,0,0,0,711,0,0,11.762,0,0,0,0
1980-09-24,110.38,130.37,195.18,0,0,0,0,0,710.5,0,0,11.752,0,0,0,0
1980-09-25,109.52,128.72,194.05,0,0,0,0,0,697.75,0,0,11.912,0,0,0,0
1980-09-26,110.62,126.35,190.77,0,0,0,0,0,698.75,0,0,11.992,0,0,0,0
1980-09-29,110.86,123.54,185.79,0,0,0,0,0,679.25,0,0,12.072,0,0,0,0
1980-09-30,110.35,125.46,187.76,0,0,0,0,0,666.75,0,0,11.862,0,0,0,0
1980-10-01,110.35,127.13,189.62,0,0,0,0,0,682,0,0,11.782,0,0,0,0
1980-10-02,109.85,128.09,190.81,0,0,0,0,0,665.75,0,0,11.832,0,0,0,0
1980-10-03,109.85,129.33,193.43,0,0,0,0,0,660.5,0,0,11.402,0,0,0,0
1980-10-06,108.77,131.73,196.01,0,0,0,0,0,675.5,0,0,11.352,0,0,0,0
1980-10-07,108.6,131,196.17,0,0,0,0,0,678.15,0,0,11.432,0,0,0,0
1980-10-08,107.96,131.65,197.18,0,0,0,0,0,677,0,0,11.512,0,0,0,0
1980-10-09,107.96,131.04,197.53,0,0,0,0,0,690,0,0,11.392,0,0,0,0
1980-10-10,107.07,130.29,197.79,0,0,0,0,0,685.25,0,0,11.442,0,0,0,0
1980-10-13,110.46,132.03,198.87,0,0,0,0,0,679.75,0,0,11.442,0,0,0,0
1980-10-14,110.95,132.02,199.02,0,0,0,0,0,668.5,0,0,11.372,0,0,0,0
1980-10-15,110.51,133.7,199.43,0,0,0,0,0,678,0,0,11.292,0,0,0,0
1980-10-16,111.71,132.22,197.95,0,0,0,0,0,674,0,0,11.472,0,0,0,0
1980-10-17,110.43,131.52,197.24,0,0,0,0,0,670.5,0,0,11.622,0,0,0,0
1980-10-20,109.07,132.61,197.15,0,0,0,0,0,657,0,0,11.642,0,0,0,0
1980-10-21,109.38,131.84,196.46,0,0,0,0,0,652.5,0,0,11.702,0,0,0,0
1980-10-22,109.38,131.92,197.9,0,0,0,0,0,660,0,0,11.882,0,0,0,0
1980-10-23,109.32,129.53,195.81,0,0,0,0,0,634.5,0,0,11.822,0,0,0,0
1980-10-24,109.42,129.85,196.17,0,0,0,0,0,633,0,0,11.742,0,0,0,0
1980-10-27,107.2,127.88,194.35,0,0,0,0,0,637.25,0,0,12.132,0,0,0,0
1980-10-28,106.66,128.05,193.76,0,0,0,0,0,631.75,0,0,12.322,0,0,0,0
1980-10-29,106.6,127.91,194.49,0,0,0,0,0,644,0,0,12.482,0,0,0,0
1980-10-30,105.88,126.29,192.51,0,0,0,0,0,642.5,0,0,12.482,0,0,0,0
1980-10-31,105.71,127.47,192.78,0,0,0,0,0,629,0,0,12.462,0,0,0,0
1980-11-03,105.73,129.04,193.15,0,0,0,0,0,640.5,0,0,12.462,0,0,0,0
1980-11-04,105.09,129.04,193.15,0,0,0,0,0,646,0,0,12.462,0,0,0,0
1980-11-05,103.88,131.33,196.03,0,0,0,0,0,652,0,0,12.612,0,0,0,0
1980-11-06,102.84,128.91,193.96,0,0,0,0,0,632,0,0,13.042,0,0,0,0
1980-11-07,104.89,129.18,193.51,0,0,0,0,0,596,0,0,12.662,0,0,0,0
1980-11-10,107.5,129.48,193.1,0,0,0,0,0,612.5,0,0,12.782,0,0,0,0
1980-11-11,106,131.26,195.02,0,0,0,0,0,598.5,0,0,12.782,0,0,0,0
1980-11-12,104.05,134.59,197.78,0,0,0,0,0,619.5,0,0,12.472,0,0,0,0
1980-11-13,103.43,136.49,200.25,0,0,0,0,0,622,0,0,12.492,0,0,0,0
1980-11-14,104.9,137.15,201.76,0,0,0,0,0,612.5,0,0,12.792,0,0,0,0
1980-11-17,104.01,137.75,201.59,0,0,0,0,0,611.75,0,0,12.952,0,0,0,0
1980-11-18,103.97,139.7,203.76,0,0,0,0,0,619,0,0,12.622,0,0,0,0
1980-11-19,104.02,139.06,205.02,0,0,0,0,0,629.75,0,0,12.512,0,0,0,0
1980-11-20,104.67,140.4,206.5,0,0,0,0,0,630.5,0,0,12.592,0,0,0,0
1980-11-21,105.08,139.11,206.07,0,0,0,0,0,634.75,0,0,12.802,0,0,0,0
1980-11-24,105.51,138.31,204.22,0,0,0,0,0,631,0,0,12.762,0,0,0,0
1980-11-25,105.98,139.33,205.41,0,0,0,0,0,616.25,0,0,12.742,0,0,0,0
1980-11-26,107.28,140.17,207.06,0,0,0,0,0,623,0,0,12.652,0,0,0,0
1980-11-27,107.15,140.17,207.06,0,0,0,0,0,622,0,0,12.652,0,0,0,0
1980-11-28,107.02,140.52,208.15,0,0,0,0,0,619.75,0,0,12.722,0,0,0,0
1980-12-01,106.74,137.21,204.91,0,0,0,0,0,635,0,0,12.922,0,0,0,0
1980-12-02,106.63,136.97,203.71,0,0,0,0,0,635,0,0,12.952,0,0,0,0
1980-12-03,105.96,136.71,204.9,0,0,0,0,0,627,0,0,12.922,0,0,0,0
1980-12-04,105.72,136.48,206.19,0,0,0,0,0,627.25,0,0,12.912,0,0,0,0
1980-12-05,106.07,134.03,203.02,0,0,0,0,0,631.5,0,0,12.852,0,0,0,0
1980-12-08,106.3,130.61,195.87,0,0,0,0,0,617.25,0,0,12.912,0,0,0,0
1980-12-09,105.98,130.48,195.07,0,0,0,0,0,604,0,0,13.102,0,0,0,0
1980-12-10,106.17,128.26,193.58,0,0,0,0,0,579,0,0,13.152,0,0,0,0
1980-12-11,105.92,127.36,188.75,0,0,0,0,0,558,0,0,13.572,0,0,0,0
1980-12-12,105.56,129.23,191.22,0,0,0,0,0,562.75,0,0,13.212,0,0,0,0
1980-12-15,105.24,129.45,194.02,0,0,0,0,0,579,0,0,13.252,0,0,0,0
1980-12-16,104.88,130.6,191.88,0,0,0,0,0,561,0,0,13.512,0,0,0,0
1980-12-17,104.6,132.89,194.02,0,0,0,0,0,575.5,0,0,13.282,0,0,0,0
1980-12-18,105.21,133,196.01,0,0,0,0,0,573.5,0,0,13.222,0,0,0,0
1980-12-19,105.87,133.7,197.91,0,0,0,0,0,575,0,0,12.642,0,0,0,0
1980-12-22,105.72,135.78,199.79,0,0,0,0,0,594.75,0,0,12.142,0,0,0,0
1980-12-23,105.99,135.3,199.86,0,0,0,0,0,602.5,0,0,12.352,0,0,0,0
1980-12-24,106.87,135.88,200.14,0,0,0,0,0,602.5,0,0,12.422,0,0,0,0
1980-12-25,106.87,135.88,200.14,0,0,0,0,0,602.5,0,0,12.422,0,0,0,0
1980-12-26,106.87,136.57,201.28,0,0,0,0,0,602.5,0,0,12.252,0,0,0,0
1980-12-29,106.87,135.03,199.84,0,0,0,0,0,593.75,0,0,12.202,0,0,0,0
1980-12-30,106.87,135.33,200.46,0,0,0,0,0,589.75,0,0,12.392,0,0,0,0
1980-12-31,106.87,135.76,202.34,0,0,0,0,0,589.75,0,0,12.432,0,0,0,0
1981-01-01,106.87,135.76,202.34,0,0,0,0,0,589.75,0,0,12.432,0,0,0,0
1981-01-02,106.87,136.34,203.55,0,0,0,0,0,589.75,0,0,12.422,0,0,0,0
1981-01-05,97.9,137.97,204.17,0,0,0,0,0,597.5,0,0,12.152,0,0,0,0
1981-01-06,93.1,138.12,204.07,0,0,0,0,0,599.25,0,0,12.112,0,0,0,0
1981-01-07,93.1,135.08,197.35,0,0,0,0,0,585,0,0,12.382,0,0,0,0
1981-01-08,96,133.06,195.89,0,0,0,0,0,574.75,0,0,12.352,0,0,0,0
1981-01-09,96.6,133.48,197.66,0,0,0,0,0,577.75,0,0,12.572,0,0,0,0
1981-01-12,99.5,133.52,198.44,0,0,0,0,0,562,0,0,12.452,0,0,0,0
1981-01-13,102.5,133.29,198.05,0,0,0,0,0,562.75,0,0,12.532,0,0,0,0
1981-01-14,107.4,133.47,199.08,0,0,0,0,0,556.5,0,0,12.532,0,0,0,0
1981-01-15,108.3,134.22,199.85,0,0,0,0,0,571.5,0,0,12.622,0,0,0,0
1981-01-16,107.8,134.77,201.13,0,0,0,0,0,560.75,0,0,12.532,0,0,0,0
1981-01-19,106.6,134.37,201.58,0,0,0,0,0,566.75,0,0,12.642,0,0,0,0
1981-01-20,104.9,131.65,198.72,0,0,0,0,0,562,0,0,12.502,0,0,0,0
1981-01-21,105.7,131.36,198.09,0,0,0,0,0,578,0,0,12.772,0,0,0,0
1981-01-22,105.8,130.26,197.12,0,0,0,0,0,564,0,0,12.872,0,0,0,0
1981-01-23,106.3,130.23,197.52,0,0,0,0,0,553,0,0,12.842,0,0,0,0
1981-01-26,106.2,129.84,196.13,0,0,0,0,0,528.5,0,0,12.702,0,0,0,0
1981-01-27,104.7,131.12,197.18,0,0,0,0,0,524,0,0,12.732,0,0,0,0
1981-01-28,104.2,130.34,197.37,0,0,0,0,0,523.5,0,0,12.772,0,0,0,0
1981-01-29,105.2,130.24,197.88,0,0,0,0,0,493.75,0,0,12.802,0,0,0,0
1981-01-30,105.3,129.55,197.81,0,0,0,0,0,506.5,0,0,12.682,0,0,0,0
1981-02-02,105.6,126.91,193.09,0,0,0,0,0,493.5,0,0,12.862,0,0,0,0
1981-02-03,104.9,128.46,193.56,0,0,0,0,0,486.25,0,0,12.982,0,0,0,0
1981-02-04,105.5,128.59,194.57,0,0,0,0,0,505,0,0,12.862,0,0,0,0
1981-02-05,105.8,129.63,196.29,0,0,0,0,0,498.5,0,0,12.952,0,0,0,0
1981-02-06,106,130.6,197.87,0,0,0,0,0,500.5,0,0,13.092,0,0,0,0
